Author	n (strains)	publication title	journal	publication URL	strains
Yang et al	8	unknown	unknown	unknown	hCoV-19/Anhui/CDC-2341/2022,hCoV-19/Anhui/CDC-3244/2022,hCoV-19/Anhui/CDC-2346/2022,hCoV-19/Henan/SMXCDC-XGCX084/2024,hCoV-19/Henan/SMXCDC-XGCX038/2024,hCoV-19/Henan/SMXCDC093008/2023,hCoV-19/Gansu/TSCDC-101211/2023,hCoV-19/Gansu/BYCDC247/2023
Ester Cerdeira Sabino et al	1	unknown	unknown	unknown	hCoV-19/Brazil/SP-IMTSP-CD32544/2022
Rezowana Mannan et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/IEDCR-GSB01-337/2022
Prof. Dr. Achim Kaasch et al	1	unknown	unknown	unknown	hCoV-19/Germany/ST-MD6396/2022
Dilin N et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JK-CW62-1086/2022
Csaba István Pereszlényi et al	1	unknown	unknown	unknown	hCoV-19/Hungary/MBL-0324_5/2022
Antonio Grimaldi Patrizia Annunziata Francesco Panariello Claudia Tiberio Teresa Giuliano Tonya Fusco Valentina Bouche Ilaria Cimmino Chiara Colantuono Lucio Di Filippo Anna Manfredi Marcello Salvi Antonio Limone Luigi Atripaldi Andrea Ballabio Davide Cacchiarelli et al	1	unknown	unknown	unknown	hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-35959/2022
Emilia Morawiec et al	1	unknown	unknown	unknown	hCoV-19/Poland/Gyncentrum_2046/2022
Alexander Gamisch et al	1	unknown	unknown	unknown	hCoV-19/Austria/Medilab_574/2022
RadosLaw Charkiewicz et al	1	unknown	unknown	unknown	hCoV-19/Poland/PZH-UMB-17898/2022
B Himasri et al	1	unknown	unknown	unknown	hCoV-19/India/TG-RFCH06237_CID0957/2022
Ahmed Bouna et al	1	unknown	unknown	unknown	hCoV-19/SaudiArabia/KAU_CEBR_C61/2022
Prof. Amita Jain et al	1	unknown	unknown	unknown	hCoV-19/India/UP-ICMR-INSACOG-KGMU-ZY27/799/2022
Harsha Pulleri Kandi et al	4	unknown	unknown	unknown	hCoV-19/India/KA-SLS36011/2022,hCoV-19/India/KA-SLS-SEQ-46225/2022,hCoV-19/India/KA-SLS-49115/2022,hCoV-19/India/KA-SLS-53013/2023
Caroline Ochieng et al	1	unknown	unknown	unknown	hCoV-19/Kenya/2021184588/2022
Momin Khan Murad et al	1	unknown	unknown	unknown	hCoV-19/Afghanistan/barcode04/2022
Pei-Lan Shao et al	1	unknown	unknown	unknown	hCoV-19/Taiwan/NTU-HCH-357/2022
Sandra Bianchini Fernandes et al	1	unknown	unknown	unknown	hCoV-19/Brazil/SC-LACENSC-421345789/2022
Giorgi Tomashvili et al	2	unknown	unknown	unknown	hCoV-19/Georgia/Tb-s5233/2022,hCoV-19/Georgia/Tb-s7581/2023
Calvin Sjaarda et al	3	unknown	unknown	unknown	hCoV-19/Canada/ON-KHS-22-07277-v1/2022,hCoV-19/Canada/ON-KHS-03558-v1/2024,hCoV-19/Canada/ON-KHS-04727-v1/2024
Subhra Subhadra et al	4	unknown	unknown	unknown	hCoV-19/India/OR-RMRC_B-ICMR-INSACOG-BBS420714/2022,hCoV-19/India/OR_RMRC_B-ICMR-INSACOG-BBS424162/2022,hCoV-19/India/OR-RMRC_B-ICMR-INSACOG-BBS428028/2022,hCoV-19/India/OR-RMRC_B-ICMR-INSACOG-ILI-2432/2024
Krishna Khairnar et al.	3	unknown	unknown	unknown	hCoV-19/India/MH-INSACOG-CSIR-NEERI1385/2022,hCoV-19/India/MH-INSACOG-CSIR-NEERI1612/2022,hCoV-19/India/MH-INSACOG-CSIR-NEERI1938/2022
Dr. G. Aneeshkumar Arimbasseri et al	1	unknown	unknown	unknown	hCoV-19/India/HP-INSACOG-NII-340/2022
Tejasvini Mehta et al	1	unknown	unknown	unknown	hCoV-19/India/GJ-INSACOG-GBRC7026/2022
Urvashi B. Singh et al	2	unknown	unknown	unknown	hCoV-19/India/DL-AIIMS-C-TN73183/2022,hCoV-19/India/DL-AIIMS-COVGE35785/2023
National Public Health Laboartory Team/Crystal Diagnostics Pvt. Ltd et al	1	unknown	unknown	unknown	hCoV-19/Nepal/NPHL-S-1532/2022
Jesse Waggoner et al	1	unknown	unknown	unknown	hCoV-19/USA/GA-EHC-5650R/2022
Dr. Zahrah Buhamad et al	1	unknown	unknown	unknown	hCoV-19/Kuwait/Jaber-20240337/2022
Alan K.L. Tsang et al	1	unknown	unknown	unknown	hCoV-19/HongKong/CM22001319/2022
Maleatheus Augusto Calvano Cosentino et al	1	unknown	unknown	unknown	hCoV-19/Brazil/RJ-COVID-19_UFRJ-66110/2022
Jean Maritz et al	2	unknown	unknown	unknown	hCoV-19/SouthAfrica/SU-NHLS_5341/2022,hCoV-19/SouthAfrica/CERI-KRISP-K057286/2023
Holly Miller et al	2	unknown	unknown	unknown	hCoV-19/USA/DE-DHSS-B1201657/2022,hCoV-19/USA/PA-DHSS-B1261658/2023
Isaac Miguel Sánchez et al	6	unknown	unknown	unknown	hCoV-19/DominicanRepublic/1997632-LNSPDD/2022,hCoV-19/DominicanRepublic/2019787-LNSPDD/2022,hCoV-19/DominicanRepublic/2175630-LNSPDD/2024,hCoV-19/DominicanRepublic/2181458-LNSPDD/2024,hCoV-19/DominicanRepublic/2143672-LNSPDD/2023,hCoV-19/DominicanRepublic/2160600-LNSPDD/2023
Chris Benton et al	1	unknown	unknown	unknown	hCoV-19/USA/NH-NHPHL-2208080057/2022
Dr. Jyoti Iravane et al	1	unknown	unknown	unknown	hCoV-19/India/MH-GMCA-ICMR-INSACOG-C625224/2022
Pramada Prasad et al	1	unknown	unknown	unknown	hCoV-19/India/AP-SMC_VJA_CCMB-01130/2022
Shantala GB et al	7	unknown	unknown	unknown	hCoV-19/India/KA-BMCRI204-VRDL/2022,hCoV-19/India/KA-BMCRI-1154/2023,hCoV-19/India/KA-VRDL-BMCRI-1188/2023,hCoV-19/India/KA-VRDL-BMCRI993/2022,hCoV-19/India/KA-VRDL-BMCRI1088/2022,hCoV-19/India/KA-VRDL-BMCRI-1343/2023,hCoV-19/India/KA-VRDL-BMCRI1038/2022
Samiha Al Kharusi et al	1	unknown	unknown	unknown	hCoV-19/Oman/7229500/2022
Dr. Amrutha Kumari et al	3	unknown	unknown	unknown	hCoV-19/India/KA-ICMR-INSACOG-VRDL-MYS-79419/2022,hCoV-19/India/KA-ICMR-VRDL-MYS-16714/2022,hCoV-19/India/KA-ICMR-VRDL-MYS-16706/2022
Xu et al	8	unknown	unknown	unknown	hCoV-19/Heilongjiang/HLJCDC-1206/2024,hCoV-19/Heilongjiang/HLJCDC-1346/2024,hCoV-19/Heilongjiang/HLJCDC-1368/2024,hCoV-19/Heilongjiang/HLJCDC-1331/2024,hCoV-19/Heilongjiang/HLJCDC-1278/2024,hCoV-19/Henan/PYCDC-XG009/2024,hCoV-19/Heilongjiang/HLJCDC-1326/2024,hCoV-19/Henan/PYCDC-LG23670/2023
Mao et al	17	unknown	unknown	unknown	hCoV-19/Liaoning/LNCDC-340-12/2024,hCoV-19/Liaoning/LNCDC-339-7/2024,hCoV-19/Liaoning/LNCDC-329-5/2024,hCoV-19/Liaoning/LNCDC-309-3/2024,hCoV-19/Liaoning/LNCDC-322-12/2024,hCoV-19/Liaoning/LNCDC-155-1/2024,hCoV-19/Liaoning/LNCDC-322-2/2024,hCoV-19/Liaoning/LNCDC-206-2/2024,hCoV-19/Liaoning/LNCDC-234-2/2024,hCoV-19/Liaoning/LNCDC-193-3/2024,hCoV-19/Liaoning/LNCDC-311-7/2024,hCoV-19/Liaoning/LNCDC-332-10/2024,hCoV-19/Liaoning/LNCDC-279-3/2024,hCoV-19/Liaoning/LNCDC-327-10/2024,hCoV-19/Liaoning/LNCDC-324-17/2024,hCoV-19/Liaoning/LNCDC-354-27/2023,hCoV-19/Liaoning/LNCDC-443/2023
Elena Pariani et al	2	unknown	unknown	unknown	hCoV-19/Italy/LOM_Unimi-3298/2024,hCoV-19/Italy/LOM_Unimi-3333/2024
Alysson Fellipe Costa Telles et al	1	unknown	unknown	unknown	hCoV-19/Brazil/SE-LACENSE-280729179/2024
François Dufrasne et al	2	unknown	unknown	unknown	hCoV-19/Belgium/Sciensano-LS-S2834/2024,hCoV-19/Belgium/Sciensano-LS-S4523/2024
Dr Bashir A Fomda et al	1	unknown	unknown	unknown	hCoV-19/India/JK-SK-2-1053345/2024
Dr Rajesh Karyakarte et al	32	unknown	unknown	unknown	hCoV-19/India/MH_BJCOG_INSACOG_6281/2024,hCoV-19/India/MH_BJCOG_6481/2024,hCoV-19/India/MH_BJCOG_INSACOG_6333/2024,hCoV-19/India/MH_BJCOG_6503/2024,hCoV-19/India/MH_BJCOG_INSACOG_6225/2024,hCoV-19/India/MH_BJCOG_6464/2024,hCoV-19/India/MH_BJCOG_INSACOG_6421/2024,hCoV-19/India/MH_BJCOG_INSACOG_6589/2024,hCoV-19/India/MH_BJCOG_6501/2024,hCoV-19/India/MH_BJCOG_INSACOG_6890/2024,hCoV-19/India/MH_BJCOG_INSACOG_6883/2024,hCoV-19/India/MH_BJCOG_INSACOG_6851/2024,hCoV-19/India/MH_BJCOG_INSACOG_6896/2024,hCoV-19/India/MH_BJCOG_INSACOG_6859/2024,hCoV-19/India/MH_BJCOG_INSACOG_6579/2024,hCoV-19/India/MH_BJCOG_INSACOG_6868/2024,hCoV-19/India/MH_BJCOG_INSACOG_6633/2024,hCoV-19/India/MH_BJCOG_INSACOG_6748/2024,hCoV-19/India/MH_BJCOG_INSACOG_6688/2024,hCoV-19/India/MH_BJCOG_INSACOG_6887/2024,hCoV-19/India/MH_BJCOG_6519/2024,hCoV-19/India/MH_BJCOG_INSACOG_6876/2024,hCoV-19/India/MH_BJCOG_INSACOG_6658/2024,hCoV-19/India/MH_BJCOG_INSACOG_6752/2024,hCoV-19/India/MH_BJCOG_INSACOG_6734/2024,hCoV-19/India/MH_BJCOG_INSACOG_6730/2024,hCoV-19/India/MH_BJCOG_INSACOG_6745/2024,hCoV-19/India/MH_BJCOG_INSACOG_6749/2024,hCoV-19/India/MH_BJCOG_INSACOG_6816/2024,hCoV-19/India/MH_BJCOG_INSACOG_4482/2022,hCoV-19/India/MH_BJCOG_INSACOG_illumina_Run_8_4901/2022,hCoV-19/India/MH_BJCOG_5260/2023
Gabriela et al	2	unknown	unknown	unknown	hCoV-19/Brazil/SP-IB_CEVC_2400698/2024,hCoV-19/Brazil/PA-IB_CEVC_2300815/2023
Fajar Nur Sulistyahadi et al	6	unknown	unknown	unknown	hCoV-19/Indonesia/JK-BIOKES-W00315/2024,hCoV-19/Indonesia/JK-BIOKES-W00337/2024,hCoV-19/Indonesia/JK-BIOKES-W00305/2024,hCoV-19/Indonesia/JK-NIHRD-W03850/2023,hCoV-19/Indonesia/JK-NIHRD-W03884/2023,hCoV-19/Indonesia/JK-NIHRD-W00719/2023
Alexandra Dangel et al	3	unknown	unknown	unknown	hCoV-19/Germany/BY-LGL-6102257/2023,hCoV-19/env/Germany/BY-LGL-6219426/2024,hCoV-19/Germany/BY-LGL-5884863/2023
Kekana D et al	6	unknown	unknown	unknown	hCoV-19/SouthAfrica/NICD-N57509/2023,hCoV-19/SouthAfrica/NICD-R07321/2024,hCoV-19/SouthAfrica/NICD-R02599/2024,hCoV-19/SouthAfrica/NICD-R07432/2024,hCoV-19/SouthAfrica/NICD-N57144/2023,hCoV-19/SouthAfrica/NICD-N56631/2023
Beata Rozwadowska et al	3	unknown	unknown	unknown	hCoV-19/Poland/Kce-1446/2023,hCoV-19/Poland/Kce-362/2024,hCoV-19/Poland/Kce-873/2023
Chen et al	20	unknown	unknown	unknown	hCoV-19/Shanghai/SCDC-HG1208-4131/2023,hCoV-19/Shanghai/SCDC-HG1225-4273/2023,hCoV-19/Shanghai/SCDC-HG0406-941/2024,hCoV-19/Shanghai/SCDC-HG1218-4218/2023,hCoV-19/Shanghai/SCDC-HG1220-4244/2023,hCoV-19/Shanghai/SCDC-PT01-023/2024,hCoV-19/Shanghai/SCDC-HG1202-4083/2023,hCoV-19/Shanghai/SCDC-HG1220-4240/2023,hCoV-19/Shanghai/SCDC-ET-0223-3/2024,hCoV-19/Shanghai/SCDC-MHXG030413/2024,hCoV-19/Sichuan/CDCDC-19-CX1215/2024,hCoV-19/Shanghai/SCDC-XG03-1536/2024,hCoV-19/Shanghai/SCDC-HG1219-4228/2023,hCoV-19/Shanghai/SCDC-HG1226-4289/2023,hCoV-19/Sichuan/LSZCDC-20231222-18/2024,hCoV-19/Shanghai/SCDC-HP-XG-1007-1/2023,hCoV-19/Shanghai/SCDC-XG10-14702/2023,hCoV-19/Shanghai/SCDC-5_S5/2023,hCoV-19/Shanghai/SCDC-XG12-15316/2023,hCoV-19/Shanghai/SCDC-HG1222-4261-2/2023
Yoshiyuki Makino et al	2	unknown	unknown	unknown	hCoV-19/Japan/PG-594212/2024,hCoV-19/Japan/PG-443673/2023
Ikuyo Takayama et al	1	unknown	unknown	unknown	hCoV-19/Japan/FR302-0792/2024
Izumi Tada et al	1	unknown	unknown	unknown	hCoV-19/Japan/FR108-0023/2024
Yu Kie A/P Chem et al	1	unknown	unknown	unknown	hCoV-19/Malaysia/MKAK_CL_3515/2024
Vinay Kumar et al	6	unknown	unknown	unknown	hCoV-19/India/KA-RFNB-21249/2024,hCoV-19/India/KA-RFNB-21309/2024,hCoV-19/India/KA-RFNB-21173/2023,hCoV-19/India/KA-RFNB-20878/2023,hCoV-19/India/KA-RFNB-21077/2023,hCoV-19/India/KA-RFNB-19948/2023
Wan et al	1	unknown	unknown	unknown	hCoV-19/Anhui/CHZCDC-289/2024
Tomáš Szemes et al	1	unknown	unknown	unknown	hCoV-19/Slovakia/vpuk-32581/2024
Mahin Hasan et al	4	unknown	unknown	unknown	hCoV-19/Bangladesh/SIRS_ideSHi_2240303020/2024,hCoV-19/Bangladesh/SIRS_ideSHi_2240213015/2024,hCoV-19/Bangladesh/SIRS_ideSHi_2240213032/2024,hCoV-19/Bangladesh/SIRS_ideSHi_3240303008/2024
Bayu Satria Wiratama et al	3	unknown	unknown	unknown	hCoV-19/Indonesia/JK-OUCRU-GSILab-1156408/2024,hCoV-19/Indonesia/JK-OUCRU-GSILab-1156414/2024,hCoV-19/Indonesia/JK-OUCRU-GSILab-1156440/2024
Maria Linda Mendoza Prillwitz et al	5	unknown	unknown	unknown	hCoV-19/Guatemala/0078-DLNS/2024,hCoV-19/Guatemala/0502-DLNS/2024,hCoV-19/Guatemala/0600-DLNS/2024,hCoV-19/Guatemala/2074-DLNS/2023,hCoV-19/Guatemala/0068-DLNS/2023
Olusola Anuoluwapo Akanbi et al	9	unknown	unknown	unknown	hCoV-19/Nigeria/NCDC-NRL-GL-00574/2024,hCoV-19/Nigeria/NCDC-NRL-GL-00549/2024,hCoV-19/Nigeria/NCDC-NRL-GL-00581/2024,hCoV-19/Nigeria/NCDC-NRL-GL-00584/2024,hCoV-19/Nigeria/NCDC-NRL-GL-00568/2024,hCoV-19/Nigeria/NCDC-NRL-GL-00590/2024,hCoV-19/Nigeria/NCDC-NRL-GL-0289/2023,hCoV-19/Nigeria/NCDC-NRL-GL-004/2024,hCoV-19/Nigeria/NCDC-NRL-GL-0296/2023
Dattero ME. et al	1	unknown	unknown	unknown	hCoV-19/Argentina/INEI126850/2024
Lydia Mwasi et al	3	unknown	unknown	unknown	hCoV-19/Kenya/2023072610/2024,hCoV-19/Kenya/2023064139/2023,hCoV-19/Kenya/2022034017/2023
Dai et al	1	unknown	unknown	unknown	hCoV-19/Sichuan/MYCDC-XGCX061/2024
Brigitte Montes et al	1	unknown	unknown	unknown	hCoV-19/France/OCC-ChuMtp-99240171558/2024
Vigilancia Genómica et al	1	unknown	unknown	unknown	hCoV-19/Mexico/CMX-INER-INMEGEN-3012/2024
Süleyman Yalçın et al	3	unknown	unknown	unknown	hCoV-19/Turkey/HSGM-AA000143/2024,hCoV-19/Turkey/HSGM-AA001899/2023,hCoV-19/Turkey/HSGM-AA001397/2023
Tiago Finger Andreis et al	2	unknown	unknown	unknown	hCoV-19/Brazil/RS-LGBM-HMV-02-0545-P/2024,hCoV-19/Brazil/RS-LGBM-HMV-01-0511-F/2023
Ariel Kinney et al	3	unknown	unknown	unknown	hCoV-19/USA/CA-KP002267/2024,hCoV-19/USA/CA-KP001236/2024,hCoV-19/USA/CA-KP002446/2024
Jacob Garfin et al	3	unknown	unknown	unknown	hCoV-19/USA/MN-MDH-41194/2024,hCoV-19/USA/MN-MDH-40658/2024,hCoV-19/USA/MN-MDH-33938/2023
Antonio Grimaldi Patrizia Annunziata Francesco Panariello Claudia Tiberio Tonya Fusco Valentina Bouche Chiara Colantuono Lucio Di Filippo Anna Manfredi Marcello Salvi Angela De Monaco Antonio Sorrentino Mariarosaria Granata Antonio Limone Luigi Atripaldi Andrea Ballabio Davide Cacchiarelli et al	1	unknown	unknown	unknown	hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-49170/2023
Grace Ngan et al	2	unknown	unknown	unknown	hCoV-19/Singapore/R89MR187/2023,hCoV-19/Singapore/R18MR6/2023
Marjorie Parker David et al	3	unknown	unknown	unknown	hCoV-19/USA/TX-UHS-UTHSA10711-P0/2024,hCoV-19/USA/TX-UHS-UTHSA11274-P0/2024,hCoV-19/USA/TX-UHS-UTHSA8883-P0/2023
Samantha Sevilla et al	2	unknown	unknown	unknown	hCoV-19/USA/OH-ODH-SC4031796/2024,hCoV-19/USA/OH-ODH-SC3032921/2023
Mirleide Cordeiro dos Santos et al	2	unknown	unknown	unknown	hCoV-19/Brazil/PA-26600-IEC/2024,hCoV-19/Brazil/RR-023256-IEC/2024
Xianxian Han et al	1	unknown	unknown	unknown	hCoV-19/USA/NY-NYULH-18286/2024
Dra. Soany Avilez et al	2	unknown	unknown	unknown	hCoV-19/Honduras/AT-217/2024,hCoV-19/Honduras/AT-023/2022
Chae Young Lee et al	4	unknown	unknown	unknown	hCoV-19/SouthKorea/KDCA287666/2024,hCoV-19/SouthKorea/KDCA292119/2024,hCoV-19/SouthKorea/KDCA293370/2024,hCoV-19/SouthKorea/KDCA293665/2024
Meike Voss et al	1	unknown	unknown	unknown	hCoV-19/Germany/BW-RKI-I-1143299/2024
María Dolores Gómez Ruiz et al	1	unknown	unknown	unknown	hCoV-19/Spain/VC-CVA_LAFE-124527/2024
Gabriela Colombo de Mendonça et al	1	unknown	unknown	unknown	hCoV-19/Brazil/ES-LACENES-321613780/2024
Peter Gohl et al	1	unknown	unknown	unknown	hCoV-19/Germany/RP-RKI-I-1142492/2024
Simon White on behalf of Kaiser Permanente Southern California et al	3	unknown	unknown	unknown	hCoV-19/USA/CA-HLX-STM-RGEM3WZB5/2024,hCoV-19/USA/CA-HLX-STM-Z3Q62BEZB/2024,hCoV-19/USA/CA-HLX-STM-4S7JUKCZ9/2023
Ana Fernandez Gonzalez et al	1	unknown	unknown	unknown	hCoV-19/Spain/GA-CHUAC-12327/2024
Giona Turri et al	1	unknown	unknown	unknown	hCoV-19/Italy/VEN-AOUIVR-7401083001_VR/2024
Dr. Ranjan Raj Bhatta Team et al	1	unknown	unknown	unknown	hCoV-19/Nepal/NPHL-S-2591/2024
Bin Wang et al	1	unknown	unknown	unknown	hCoV-19/Sichuan/ZGCDC-zgxg090/2024
Qi Lin et al	4	unknown	unknown	unknown	hCoV-19/Fujian/FCDC-XM012611HG/2024,hCoV-19/Fujian/FCDC-XM021513HG/2024,hCoV-19/Fujian/FCDC-ZP46/2024,hCoV-19/Fujian/FCDC-QZ09S045/2023
Somesh Kumar et al	1	unknown	unknown	unknown	hCoV-19/India/DL-DEC-MAMC-LNHD-51/2023
Zoraida del Carmen Fernandez Grillo et al	1	unknown	unknown	unknown	hCoV-19/Brazil/MS-FIOCRUZ-FMS194/2024
Keith Robison et al	6	unknown	unknown	unknown	hCoV-19/USA/NY-GBW-H20-358-1297/2024,hCoV-19/USA/VA-GBW-GKISBBBD46211/2024,hCoV-19/USA/NY-GBW-GKPLAAAA45841/2024,hCoV-19/USA/WA-GBW-H20-314-6876/2023,hCoV-19/USA/NY-GBW-H20-347-4637/2023,hCoV-19/USA/CA-GBW-H10-014-2450/2023
Blake Hanson et al	1	unknown	unknown	unknown	hCoV-19/USA/TX-PHH-24V-068G0094/2024
Xu Jun et al	7	unknown	unknown	unknown	hCoV-19/Heilongjiang/HLJCDC-0328/2024,hCoV-19/Heilongjiang/HLJCDC-1463/2023,hCoV-19/Heilongjiang/HLJCDC-2651/2023,hCoV-19/Heilongjiang/HLJCDC-2504/2023,hCoV-19/Heilongjiang/HLJCDC-2242/2023,hCoV-19/Heilongjiang/HLJCDC-2220/2023,hCoV-19/Heilongjiang/HLJCDC-0163/2024
Serhat Ünal et al	3	unknown	unknown	unknown	hCoV-19/Turkey/TSIM_1482_7114/2024,hCoV-19/Turkey/GIHSN_Ankara_140112_052/2024,hCoV-19/Turkey/GIHSN_Ankara_140112_051/2024
Nazish et al	9	unknown	unknown	unknown	hCoV-19/Pakistan/NIC-ICT-700/2024,hCoV-19/Pakistan/NIC-ICT-2234/2024,hCoV-19/Pakistan/NIC-ICT-1061/2024,hCoV-19/Pakistan/NIC-ICT-2077/2024,hCoV-19/Pakistan/NIC-ICT-2330/2024,hCoV-19/Pakistan/NIC-ICT-2350/2024,hCoV-19/Pakistan/NIC-ICT-2321/2024,hCoV-19/Pakistan/NIC-ICT-2351/2024,hCoV-19/Pakistan/NIHPV-ICT-1611/2023
Dr. Varsha Potdar on behalf of NIC Team et al	11	unknown	unknown	unknown	hCoV-19/India/MH-ICMR-NIV-235988/2023,hCoV-19/India/TN-ICMR-NIV-G-14878/2023,hCoV-19/India/TN-ICMR-NIV-G-14882/2023,hCoV-19/India/MH-ICMR-NIV-24-2577/2024,hCoV-19/India/MH-ICMR-NIV-243617/2024,hCoV-19/India/MH-ICMR-NIV-243249/2024,hCoV-19/India/SK-ICMR-NIV-G-16231/2024,hCoV-19/India/MH-ICMR-NIV-243120/2024,hCoV-19/India/SK-ICMR-NIV-G-16235/2024,hCoV-19/India/WB-ICMR-NIV-G-14762/2023,hCoV-19/India/TG-ICMR-NIV-G-14764/2023
Zhao et al	2	unknown	unknown	unknown	hCoV-19/Henan/SQCDC-0150/2024,hCoV-19/Henan/SQCDC-0138/2024
N'YETOBOUKO Stéphanie et al	1	unknown	unknown	unknown	hCoV-19/CentralAfricanRepublic/LNBCSP116/2024
Aldise M Nastri et al	3	unknown	unknown	unknown	hCoV-19/Indonesia/JI-ITD-61898NT/2024,hCoV-19/Indonesia/JI-ITD-60774N/2023,hCoV-19/Indonesia/JI-ITD-61699NT/2023
Lambisia A. et al	2	unknown	unknown	unknown	hCoV-19/Kenya/RVR-869/2024,hCoV-19/Kenya/HM5723/2024
Angie Lackenby on behalf of PHE Covid Sequencing Team et al	1	unknown	unknown	unknown	hCoV-19/England/CLIMB-CM7YKIQR/2024
Lauring et al	3	unknown	unknown	unknown	hCoV-19/USA/MI-UM-10057879729/2024,hCoV-19/USA/CA-UM-G44S56T4/2024,hCoV-19/USA/MI-UM-L379082305/2024
Andres Carrazco-Montalvo* et al	2	unknown	unknown	unknown	hCoV-19/Ecuador/GENSBIO-INSPI-105368/2024,hCoV-19/Ecuador/GENSBIO-INSPI-SG-522/2023
Pamela O'Brien et al	2	unknown	unknown	unknown	hCoV-19/USA/HI-H2329619/2024,hCoV-19/USA/HI-H2325023/2023
Alansari et al	1	unknown	unknown	unknown	hCoV-19/Bahrain/PHD-24020129425_S27/2024
Sara Marti et al	1	unknown	unknown	unknown	hCoV-19/Spain/CT-HUB08985/2024
Rommel C. Verganio et al	1	unknown	unknown	unknown	hCoV-19/Philippines/PH-BGHMC-5-259/2023
Ivelina Trifonova et al	3	unknown	unknown	unknown	hCoV-19/Bulgaria/NC-024035_Run46/2024,hCoV-19/Bulgaria/24BG_EU_024039_Pl218/2023,hCoV-19/Bulgaria/23BG-NC_023906_R44/2023
Ioanna Spiliopoulou et al	1	unknown	unknown	unknown	hCoV-19/Greece/PHLnetwork_KEDY_2063/2024
B Borkakoty et al	15	unknown	unknown	unknown	hCoV-19/India/AS-DIB-1324/2024,hCoV-19/India/AS-DIB-1389/2024,hCoV-19/India/AS-DIB-781/2024,hCoV-19/India/AS-DIB-995/2024,hCoV-19/India/AS-DIB-1400/2024,hCoV-19/India/AS-DIB-688/2024,hCoV-19/India/AS-DIB-1333/2024,hCoV-19/India/AS-DIB-1074/2024,hCoV-19/India/AS-DIB-1409/2024,hCoV-19/India/AS-DIB-1368/2024,hCoV-19/India/AS-DIB-1485/2024,hCoV-19/India/AS-DIB-1451/2024,hCoV-19/India/AS-DIB-1505/2024,hCoV-19/India/AR-DIB-1445/2023,hCoV-19/India/AS-DIB-1162/2023
Emmi Andersson et al	1	unknown	unknown	unknown	hCoV-19/Sweden/C-000200733929N2/2024
Jennifer Benoit et al	1	unknown	unknown	unknown	hCoV-19/USA/NM-NMDOH-2024016600/2024
Andrew Cameron et al	2	unknown	unknown	unknown	hCoV-19/USA/NY-URMC-O8S1Q438-1/2024,hCoV-19/USA/NY-URMC-O0S1O853-1/2024
Aqsa Khalid et al	1	unknown	unknown	unknown	hCoV-19/Pakistan/UWARN-AKU-KHI-70395-S16/2024
Markus Evan Anggia et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JK-BIOKES-W00374/2024
Victor Ahumada-Topete et al	1	unknown	unknown	unknown	hCoV-19/Mexico/CMX-INER-INMEGEN-3087/2024
Katsuya Terai et al	1	unknown	unknown	unknown	hCoV-19/Japan/FR022-0267/2024
Taylor Fearing et al	1	unknown	unknown	unknown	hCoV-19/USA/WY-WYPHL-24016380/2024
Shchelkanov M.Y. et al	1	unknown	unknown	unknown	hCoV-19/Russia/PRI-V868/2024
Apurvasinh Puvar et al	2	unknown	unknown	unknown	hCoV-19/India/GJ-INSACOG-GBRC14151/2024,hCoV-19/India/GJ-GBRC10482/2023
Nitin Shukla et al	1	unknown	unknown	unknown	hCoV-19/India/GJ-INSACOG-GBRC14212/2024
Rameshchandra Pandit et al	5	unknown	unknown	unknown	hCoV-19/India/GJ-INSACOG-GBRC14144/2024,hCoV-19/India/GJ-INSACOG-GBRC9411/2022,hCoV-19/India/MP-INSACOG-GBRC13582/2023,hCoV-19/India/GJ-INSACOG-GBRC13587/2023,hCoV-19/India/GJ-INSACOG-GBRC9705/2022
Saikt Rahman et al	9	unknown	unknown	unknown	hCoV-19/Bangladesh/SIRS_ideSHi_1240110006/2024,hCoV-19/Bangladesh/ideSHi_01-1428/2023,hCoV-19/Bangladesh/SIRS-3473/2023,hCoV-19/Bangladesh/SIRS_ideSHi_3230909009/2023,hCoV-19/Bangladesh/SIRS_icddrb_1230609016/2023,hCoV-19/Bangladesh/ideSHi_10-2238/2023,hCoV-19/Bangladesh/SIRS_ideSHi_10-2278/2023,hCoV-19/Bangladesh/SIRS_ideSHi_IR_3486/2023,hCoV-19/Bangladesh/ideSHi_17-2045/2023
Jinal M. Thakor et al	4	unknown	unknown	unknown	hCoV-19/India/GJ-INSACOG-GBRC13927/2024,hCoV-19/India/GJ-INSACOG-GBRC13901/2024,hCoV-19/India/GJ-INSACOG-GBRC9650/2022,hCoV-19/India/GJ-INSACOG-GBRC13610/2023
Jana Löbner et al	1	unknown	unknown	unknown	hCoV-19/Germany/BB-RKI-I-1143137/2024
Dr.Ranjan Raj Bhatta Team et al	2	unknown	unknown	unknown	hCoV-19/Nepal/NPHL-S-2598/2024,hCoV-19/Nepal/NPHL-S-2632/2024
Basile K. et al	1	unknown	unknown	unknown	hCoV-19/Australia/NSW-ICPMR-54744/2024
Noriyuki Maeshiro et al	1	unknown	unknown	unknown	hCoV-19/Japan/FR047-0348/2024
